id,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_principal,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,latitude,longitude,total_vitimas,n_mortos,n_feridos_graves,n_feridos_leves,n_ilesos,n_ignorados,indice_gravidade,gravidade_cat,tracado_simplificado,pista_tipo,area_tipo,clima_adverso,periodo_dia,municipio_clean
648676,2024-12-15,domingo,11:25:00,DF,20,16   ,BRASILIA,Sim,Pista Escorregadia,Colisão com objeto,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim  ,-15.625675,-47.725159,2,0,0,0,2,0,0,Sem_Lesoes,Reta,Simples,Urbana,Normal,Dia,BRASILIA
648773,2024-12-15,domingo,17:00:00,DF,60,"27,4 ",BRASILIA,Não,Acumulo de água sobre o pavimento,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Declive;Reta,Não  ,-16.012222,-48.247662,8,0,0,8,0,0,8,Leve,Inclinacao,Simples,Rural,Adverso,Dia,BRASILIA
649039,2024-12-16,segunda-feira,20:15:00,DF,80,"22,4 ",BRASILIA,Não,Iluminação deficiente,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Sim  ,-15.647892,-48.201756,9,0,0,3,6,0,3,Leve,Reta,Simples,Urbana,Normal,Noite,BRASILIA
649185,2024-12-17,terça-feira,13:40:00,GO,40,53   ,LUZIANIA,Não,Acumulo de água sobre o pavimento,Capotamento,Sem Vítimas,Pleno dia,Decrescente,Chuva,Dupla,Reta;Aclive,Não  ,-16.468106,-47.807867,6,0,0,0,0,6,0,Sem_Lesoes,Inclinacao,Simples,Rural,Adverso,Dia,LUZIANIA
649254,2024-12-17,terça-feira,20:20:00,GO,414,404  ,CORUMBA DE GOIAS,Não,Velocidade Incompatível,Colisão lateral sentido oposto,Com Vítimas Feridas,Plena Noite,Crescente,Nevoeiro/Neblina,Simples,Curva,Não  ,-16.0090039,-48.8416308,15,0,0,3,3,9,3,Leve,Curva,Simples,Rural,Adverso,Noite,CORUMBA DE GOIAS
649606,2024-12-19,quinta-feira,13:57:00,GO,50,"119,4",CRISTALINA,Não,Velocidade Incompatível,Capotamento,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Declive,Não  ,-16.9309,-47.7117,8,0,0,4,4,0,4,Leve,Inclinacao,Simples,Rural,Adverso,Dia,CRISTALINA
649864,2024-12-20,sexta-feira,16:00:00,DF,20,"18,8 ",BRASILIA,Sim,Reação tardia ou ineficiente do condutor,Tombamento,Sem Vítimas,Pleno dia,Decrescente,Chuva,Dupla,Declive;Reta;Retorno Regulamentado,Sim  ,-15.616901,-47.708927,27,0,0,0,9,18,0,Sem_Lesoes,Inclinacao,Simples,Urbana,Adverso,Dia,BRASILIA
649901,2024-12-20,sexta-feira,17:10:00,DF,40,6    ,BRASILIA,Não,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Reta,Sim  ,-16.029741,-47.978867,16,0,0,8,8,0,8,Leve,Reta,Simples,Urbana,Adverso,Dia,BRASILIA
650718,2024-12-23,segunda-feira,07:30:00,GO,251,29   ,CRISTALINA,Não,Acesso irregular,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não  ,-16.088117,-47.5156516,8,0,4,0,4,0,8,Grave,Reta,Simples,Rural,Normal,Dia,CRISTALINA
650758,2024-12-23,segunda-feira,11:40:00,GO,60,"29,5 ",ALEXANIA,Não,Avarias e/ou desgaste excessivo no pneu,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Reta;Declive,Sim  ,-16.098022,-48.480178,6,0,0,4,2,0,4,Leve,Inclinacao,Simples,Urbana,Adverso,Dia,ALEXANIA
651102,2024-12-24,terça-feira,22:40:00,GO,20,8    ,FORMOSA,Sim,Desrespeitar a preferência no cruzamento,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Simples,Curva,Sim  ,-15.554792,-47.274769,18,0,6,0,12,0,12,Grave,Curva,Simples,Urbana,Adverso,Noite,FORMOSA
651888,2024-12-28,sábado,13:45:00,GO,40,42   ,LUZIANIA,Sim,Acumulo de água sobre o pavimento,Capotamento,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Curva,Não  ,-16.37676,-47.830535,4,0,0,1,3,0,1,Leve,Curva,Simples,Rural,Adverso,Dia,LUZIANIA
656770,2024-07-26,sexta-feira,21:45:00,DF,80,25   ,BRASILIA,Não,Iluminação deficiente,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Sim  ,-15.62121,-48.198963,8,0,4,0,4,0,8,Grave,Reta,Simples,Urbana,Normal,Noite,BRASILIA
